NAME,FORM
"CHEMBL264065",C50H61NO19
"CHEMBL305667",C29H25NO10
"CHEMBL422056",C26H22N2O10
"CHEMBL307046",C21H27NO3
"CHEMBL73938",C19H23NO3
"CHEMBL70321",C31H62ClNO4
"CHEMBL421114",C18H16N6O
"CHEMBL307538",C18H36N5O3P
"CHEMBL70738",C28H40N6O5
"CHEMBL304616",C16H23NO2
"CHEMBL306382",C12H3F4N3O4
"CHEMBL70489",C19H28N2
"CHEMBL305013",C25H29NO2
"CHEMBL307299",C24H27NO2
"CHEMBL71085",C10H15N3
"CHEMBL70938",C8H9IN2O4S
"CHEMBL303669",C19H25F2N3O3
"CHEMBL305427",C22H23NO8
"CHEMBL430421",C27H31NO8
"CHEMBL71530",C27H39N3O3
"CHEMBL308427",C22H32ClN5O3
"CHEMBL71800",C30H35N3O4
"CHEMBL71476",C26H37N3O
"CHEMBL71764",C19H25N5O2
"CHEMBL71765",C27H34N2O3
"CHEMBL71229",C30H35N5O6
"CHEMBL71230",C15H15FN2O3
"CHEMBL70840",C27H31F3N2O3
"CHEMBL70809",C25H35N3O4
"CHEMBL307896",C20H27NO2
"CHEMBL304138",C20H25FN4O4
"CHEMBL70346",C12H8BrNO4
"CHEMBL306871",C26H33N5O4
"CHEMBL303728",C16H13FN2O5S
"CHEMBL305235",C24H32N2O2
"CHEMBL69672",C15H27ClN2O5S
"CHEMBL307090",C25H34N6O4
"CHEMBL70966",C24H48ClNO4
"CHEMBL308030",C13H23ClN2O5S
"CHEMBL72515",C16H13ClN2O5S
"CHEMBL307865",C21H22N6
"CHEMBL72698",C6H8N2O
"CHEMBL72227",C16H22O4
"CHEMBL441799",C24H23FO4
"CHEMBL72764",C26H35N3O2
"CHEMBL74353",C22H25FO6
"CHEMBL307965",C14H24ClN5O3
"CHEMBL308935",C23H37ClN2O5S
"CHEMBL421680",C20H20N4O
"CHEMBL303197",C12H20N6O2
"CHEMBL70679",C27H34N2O3
"CHEMBL70383",C24H33N3O2
"CHEMBL72113",C27H34N2O3
"PODOCARIC ACID",C17H22O3
"CHEMBL307500",C18H28O2
"CHEMBL306524",C27H34N4O5
"CHEMBL74409",C19H18N6
"CHEMBL74410",C19H18N6
"CHEMBL310031",C22H28N2O2
"CGP-12177",C14H21N3O3
"CHEMBL308482",C38H46FN3O7S
"CHEMBL70789",C36H42FN3O7S
"CHEMBL70843",C39H43FN4O8S
"CHEMBL311253",C38H41FN4O8S
"CHEMBL72792",C24H32N2O2
"CHEMBL72747",C34H34O6S
"CHEMBL72743",C27H32N6O4
"CHEMBL309092",C17H29ClN2O5S
"CHEMBL71340",C16H29ClN2O5S
"CHEMBL411550",C82H109ClN18O15
"CHEMBL262996",C81H107ClN18O15
"CHEMBL268135",C82H108ClN17O15
"CHEMBL73939",C19H18N6S
"CHEMBL69890",C21H15N7
"CHEMBL305223",C20H15NO7S
"CHEMBL71455",C17H16N2O4S
"CHEMBL71361",C5H6N2O2S
"CHEMBL71460",C5H6N2O2S
"CHEMBL71461",C5H7N3O2
"CHEMBL428623",C47H50FNO13
"CHEMBL304081",C47H49NO13
"CHEMBL304054",C16H14N2O4S
"CHEMBL71451",C20H29N2O8P
"CHEMBL305732",C40H48F2N4O9
"CHEMBL303457",C16H12Cl2N4S
"CHEMBL309148",C23H25F3O4
"CHEMBL302550",C28H35N3O4S
"CHEMBL70581",C27H41ClF13NO4
"CHEMBL70815",C17H29ClN2O5S
"CHEMBL420556",C25H32BrN3O2
"CHEMBL446405",C12H19N5O3
"CHEMBL70689",C16H29ClN2O5S
"ABIETIC ACID",C20H30O2
"CHEMBL71581",C14H23N5O2
"CHEMBL304954",C20H32O
"CHEMBL303827",C20H34N4O6
"CHEMBL71586",C27H31F3N2O3
"CHEMBL308831",C16H16N4O5
"CHEMBL70559",C19H16Cl2N6O
"CHEMBL70560",C19H24FNO4
"CHEMBL302370",C18H23NO5
"CHEMBL70754",C16H15N3O3
"CHEMBL304515",C20H28O3
"CHEMBL303612",C27H36N2O
"CHEMBL70854",C21H26N4O2
"CHEMBL304563",C15H12ClN3O
"CHEMBL302360",C26H23N5
"CHEMBL70588",C16H14N2O4S
"CHEMBL70983",C11H16ClN3O
"CHEMBL308112",C23H21NO5
"CHEMBL71002",C20H11BrF3NO5
"CHEMBL74169",C47H51NO14
"CHEMBL72704",C16H12Cl2N4S
"CHEMBL422771",C20H12F3NO5
"CHEMBL74111",C24H27N3O4S
"CHEMBL72280",C16H12Cl2N4S
"CHEMBL305511",C20H29NO3
"CHEMBL70342",C19H35ClN2O6S
"CHEMBL70911",C25H33NO2
"CHEMBL305463",C36H60N4O4
"CHEMBL307089",C18H23N5O4
"CHEMBL72736",C18H33ClN2O5S
"CHEMBL441447",C21H36N4O6
"CHEMBL306793",C16H18N2O2S
"CHEMBL70688",C20H31NO
"CHEMBL421489",C19H23N3O4
"CHEMBL307125",C29H40N6O2
"CHEMBL410576",C82H109ClN18O15
"CHEMBL72899",C42H56N2O6
"CHEMBL72545",C16H18N4O
"CHEMBL74067",C15H15N3O3S
"CHEMBL306794",C20H24N4O2
"CHEMBL70532",C22H19N3O2
"CHEMBL305965",C15H14ClN3O
"CHEMBL69666",C15H13BrN4O3
"CHEMBL437976",C79H103ClN20O15
"CHEMBL414172",C75H96ClN21O15
"CHEMBL72626",C34H44N4O5
"CHEMBL70575",C34H41N5O7
"CHEMBL70800",C30H33N5O7S
"CHEMBL307672",C30H42N6O2
"CHEMBL71831",C17H25ClN2O5S
"CHEMBL302992",C9H9ClN4O4
"CHEMBL70454",C29H58ClNO4
"CHEMBL432735",C15H21ClN2O5S
"CHEMBL70965",C25H31N5O4
"CHEMBL307010",C25H29N3O4S
"CHEMBL72473",C24H29N3O6S
"CHEMBL72474",C31H50N4O4
"CHEMBL302738",C6H13BrN2O2S
"CHEMBL386608",C52H58N2O17
"CHEMBL428278",C52H60N2O15
"CHEMBL304567",C19H22N4
"CHEMBL70336",C19H21N3S
"CHEMBL306714",C27H20N2S
"CHEMBL70529",C23H40N4O6
"CHEMBL70579",C29H40N6O2
"CHEMBL305503",C16H16N4O2
"CHEMBL69997",C21H20N6O5S2
"CHEMBL70955",C21H15ClN4O
"CHEMBL70956",C20H18Cl2N6
"CHEMBL429029",C25H34N4O5
"CHEMBL308087",C22H18N4O2
"CHEMBL304985",C25H34N4O6
"CHEMBL71608",C22H18N4O2
"CHEMBL423308",C26H32N6O6
"CHEMBL304163",C20H21N9O5S3
"CHEMBL441053",C22H28FN3O5
"CHEMBL73722",C27H31F3N2O3
"CHEMBL73773",C10H12N4O5
"CHEMBL306215",C10H12N4O4S
"CHEMBL308218",C15H21ClN2O5S
"CHEMBL71829",C9H11N5O5
"CHEMBL71576",C29H58ClNO4
"CHEMBL302820",C28H56ClNO4
"CHEMBL70416",C23H28O5
"CHEMBL70417",C25H31N5O4
"CHEMBL70979",C8H17BrN2O2S
"CHEMBL70836",C23H28O5
"CHEMBL421679",C20H21N3O
"CHEMBL70265",C19H21N3O
"CHEMBL70654",C15H12Cl2N4O4
"CHEMBL69725",C19H20N4
"CHEMBL72181",C26H52ClNO4
"CHEMBL309182",C33H36N2O
"CHEMBL303881",C25H30N2O
"CHEMBL306023",C21H21Cl2N7
"CHEMBL304569",C21H18Cl2N6O
"CHEMBL308207",C34H37NO2
"CHEMBL74112",C22H18N4O2
"CHEMBL72404",C28H38N6O2
"CHEMBL306349",C23H30N2O
"ETRAVIRINE",C20H15BrN6O
"CHEMBL72856",C27H36N6O2
"CHEMBL72857",C14H11Cl3N2O
"CHEMBL422412",C23H33N5O6
"CHEMBL308698",C27H34N2O3
"CHEMBL69669",C21H26FN3O5
"CHEMBL69724",C14H7F2NO2
"CHEMBL306424",C18H10N4O6
"CHEMBL71000",C14H12ClN3O4S2
"CHEMBL70477",C27H54ClNO4
"CHEMBL72789",C12H19N3O2
"CHEMBL72262",C10H15N3O
"CHEMBL72263",C22H25BrO4
"CHEMBL72337",C28H33N3O4
"CHEMBL72336",C9H15F3N2O4S
"CHEMBL72284",C13H16N2
"CHEMBL72320",C13H21N3O2
"CHEMBL70717",C12H19N3O2
"CHEMBL304158",C17H19N3O
"CHEMBL306247",C16H13BrF3N3O
"CHEMBL70255",C16H13ClF3N3O
"CHEMBL307008",C37H38FN3O6S2
"CHEMBL74069",C39H42FN3O6S2
"CHEMBL72099",C40H42FN3O7S
"CHEMBL309790",C40H48FN3O7S
"CHEMBL74182",C29H37N5O6
"CHEMBL74240",C16H16N2O
"CHEMBL72866",C36H42N2O2
"CHEMBL305819",C22H28N2O
"CHEMBL439943",C17H19N3O
"CHEMBL70567",C22H12Cl4N2O2
"CHEMBL303155",C21H28N4O4
"CHEMBL70921",C15H11FN2O4S
"CHEMBL305952",C19H31NO
"CHEMBL72126",C16H18N2O2S
"CHEMBL305234",C20H14N2O7
"CHEMBL302483",C13H9NO5
"CHEMBL302484",C12H8N2O4
"CHEMBL70480",C5H3N3O2S
"CHEMBL69448",C5H3N3O2S
"CHEMBL419268",C16H12Cl2N2O4S
"CHEMBL74466",C9H11ClN2O
"CHEMBL72523",C16H21N3S
"CHEMBL72648",C22H25ClO4
"CHEMBL306042",C22H25FO4
"CHEMBL72245",C13H17NO2
"CHEMBL72482",C15H19NO4
"CHEMBL70667",C26H34N6O2
"CHEMBL70719",C15H13Cl2N3O
"CHEMBL306470",C24H34N4O4
"CHEMBL71713",C24H36N4O4
"CHEMBL431374",C16H29ClN2O5S
"CHEMBL305754",C15H14N2O
"CHEMBL70629",C17H19N3O
"CHEMBL70930",C17H17N3O2
"CHEMBL70047",C16H17N3O2
"CHEMBL304064",C17H31ClN2O5S
"CHEMBL421492",C19H16Cl2N6
"CHEMBL72010",C10H14N2O
"CHEMBL72011",C17H10Cl3N5
"CHEMBL71116",C18H16N2O2
"CHEMBL440870",C11H10N2O2
"CHEMBL70925",C19H31NO2
"CHEMBL304098",C19H31NO2
"CHEMBL71714",C17H20N2O2S
"CHEMBL70980",C22H26N2
"CHEMBL432137",C47H49NO13
"CHEMBL72846",C50H55NO16
"CHEMBL310219",C48H53NO16S
"CHEMBL72682",C15H13NO5
"CHEMBL72569",C28H39ClF17NO4
"CHEMBL306599",C28H47ClF9NO4
"CHEMBL72433",C12H18BrN3O
"CHEMBL305741",C5H4N4O2
"CHEMBL72843",C13H10ClNO4
"CHEMBL72293",C12H10N2O5
"CHEMBL430441",C14H19NO2
"CHEMBL72294",C17H16N2O4S
"CHEMBL307606",C16H12N2O6S
"CHEMBL72093",C16H12N2O6S
"CHEMBL432141",C21H39ClN2O6S
"CHEMBL307967",C24H28O10
"CHEMBL72827",C13H10ClN7O
"CHEMBL74062",C12H8ClN7O
"CHEMBL72406",C14H13ClN6O2
"CHEMBL72407",C17H31ClN2O5S
"CHEMBL305665",C16H29ClN2O5S
"CHEMBL421306",C21H39ClN2O5S
"CHEMBL74116",C23H32N4O
"CHEMBL72059",C18H14Cl2N6
"CHEMBL307803",C30H33N5O7S
"CHEMBL70619",C23H33N5O6
"CHEMBL70620",C15H21N3O4S2
"CHEMBL266467",C64H88Cl4N14O6
"CHEMBL262521",C66H92Cl4N14O6
"CHEMBL70318",C26H44ClNO5
"CHEMBL70698",C23H38ClNO5
"CHEMBL70504",C28H21ClFN7O4S
"CHEMBL440684",C21H29NO2
"CHEMBL304303",C18H14Cl2N4S
"CHEMBL70540",C15H21Cl2FN2
"CHEMBL420557",C15H21Cl2IN2
"CHEMBL265322",C31H35N5O7
"CHEMBL304809",C13H13NO4
"CHEMBL306387",C10H14BrN3
"CHEMBL74284",C13H11ClN6O2
"CHEMBL74118",C29H31N3O8S
"CHEMBL433309",C35H56N4O5
"CHEMBL431387",C37H60N4O5
"CHEMBL72062",C22H26N2OS
"CHEMBL302439",C12H12N2O4
"CHEMBL303470",C45H55NO14
"CHEMBL71344",C18H16Cl2N4S
"CHEMBL71401",C25H38O2
"CHEMBL73060",C25H38O3
"CHEMBL307696",C25H38O3
"CHEMBL305043",C20H11F4N3O5
"CHEMBL70350",C27H38N4O5
"CHEMBL70970",C20H28N2O
"CHEMBL306696",C25H36N4O6
"CHEMBL71112",C10H13ClN2
"CHEMBL70050",C10H13ClN2
"CHEMBL71010",C15H11ClN2O4S
"CHEMBL308219",C23H21N3O6
"CHEMBL71347",C14H12N2O5
"CHEMBL71352",C24H33N3O
"CHEMBL305794",C18H13NO6S
"CHEMBL441055",C24H34N4O
"CHEMBL70293",C31H30N8O7S
"CHEMBL70303",C29H26N8O7S
"CHEMBL445619",C26H37N3O
"CHEMBL71047",C24H32N4O3
"CHEMBL264525",C65H90Cl4N14O6
"CHEMBL70690",C22H23N3O
"CHEMBL305011",C25H50ClNO4
"CHEMBL71019",C22H43BrClNO4
"CHEMBL71919",C11H6ClN7O
"CHEMBL309168",C9H11N5O5
"CHEMBL71148",C9H11N5O3S
"CHEMBL71217",C9H11N5O3S
"CHEMBL304767",C24H28N2O
"CHEMBL420191",C23H26N2O
"CHEMBL71640",C20H26N2O
"CHEMBL70451",C18H36N5O2P
"CHEMBL306198",C19H24N2O
"CHEMBL308934",C17H20N2O
"CHEMBL70680",C25H30N2O
"CHEMBL303611",C9H11N
"CHEMBL70858",C15H11ClN2O4S
"CHEMBL72665",C25H32BrN3O2
"CHEMBL308602",C18H33ClN2O5S
"CHEMBL421872",C19H15NO6S
"CHEMBL308311",C18H11Cl2NO6S
"CHEMBL72338",C21H17NO5
"CHEMBL72226",C26H35N3O2
"CHEMBL430999",C25H36N4O6
"CHEMBL70329",C14H11Cl2N3O3
"CHEMBL70802",C38H39NO5
"CHEMBL440308",C24H48ClNO4
"CHEMBL441801",C23H46ClNO4
"CHEMBL312765",C16H14Cl3N3S
"CHEMBL72170",C15H11Cl2N3O2S2
"CHEMBL312766",C17H25Cl2FN2
"CHEMBL72822",C16H11Cl2N3OS
"CHEMBL310511",C10H12N4O5
"CHEMBL308115",C33H39N5O7
"CHEMBL71014",C21H30N4O5
"CHEMBL69723",C16H13N7O5S3
"CHEMBL306909",C18H18Cl2N4S
"CHEMBL305850",C17H14Cl2N4S
"CHEMBL70426",C23H32N4O5
"CHEMBL308032",C23H32N4O6
"CHEMBL306716",C18H17NO4S
"CHEMBL307197",C15H11ClN2O4S
"CHEMBL72175",C16H13N3O7
"CHEMBL70786",C22H32N4OS
"CHEMBL302824",C26H19NO7S
"CHEMBL72022",C22H27N3O
"CHEMBL74398",C16H29ClN2O5S
"CHEMBL423127",C27H37N3O3
"CHEMBL268876",C54H73N17O13
"CHEMBL264239",C55H72F3N17O13
"CHEMBL408538",C55H75N17O13
"CHEMBL410976",C54H74N18O12S
"CHEMBL72825",C15H13Cl2N3O3
"CHEMBL72171",C24H48ClNO4
"CHEMBL309663",C13H7ClN4S
"CHEMBL311249",C13H7ClN4OS
"CHEMBL308228",C24H32N4O4
"CHEMBL70953",C28H34N4O5
"CHEMBL304617",C28H34N4O5
"CHEMBL304364",C17H15N7O5S3
"CHEMBL70639",C19H26N4O5
"CHEMBL70279",C9H9ClN4O4
"CHEMBL308936",C17H15N7O5S3
"CHEMBL70280",C9H11N5O4
"CHEMBL302929",C9H11N5O4
"SUPIDIMIDE",C12H12N2O4S
"CHEMBL308598",C24H34N4O4
"CHEMBL72541",C13H9NO5
"CHEMBL72542",C10H15ClN4
"CHEMBL431760",C9H10ClN3S
"CHEMBL71168",C15H14N2O8
"CHEMBL303145",C14H11N5O4
"CHEMBL304808",C20H13BrN2O4
"CHEMBL70942",C20H15NO5
"CHEMBL303649",C33H39N5O7S
"CHEMBL71070",C32H37N5O7S
"CHEMBL303428",C32H37N5O7S
"CHEMBL302058",C21H36N6O6
"CHEMBL70781",C30H32N4O7S
"CHEMBL302964",C38H46FN3O7S
"CHEMBL304819",C17H14Cl2N4O
"CHEMBL71717",C16H12Cl2N4O
"CHEMBL308429",C21H30N4O4
"CHEMBL306188",C9H8ClN3
"CHEMBL71188",C9H10ClN3O
"CHEMBL304045",C20H28N4O4
"CHEMBL303660",C36H44N2O2
"CHEMBL70253",C15H11Cl2N3O4
"CHEMBL70393",C11H6ClN5O3
"CHEMBL71452",C41H54N2O6
"CHEMBL433323",C20H30ClN5O5S
"CHEMBL306969",C17H15N7O5S3
"CHEMBL71142",C9H9ClN4O3S
"CHEMBL71923",C9H9ClN4O3S
"CHEMBL306189",C24H36N4O4
"CHEMBL71482",C22H32N4O4
"CHEMBL303600",C13H21N5O2
"CHEMBL71755",C13H21N5O2
"CHEMBL304572",C13H12N2O3
"CHEMBL71830",C10H6N2O3S
"CHEMBL304774",C10H6N2O3S
"CHEMBL302313",C20H24FN3O4
"CHEMBL305240",C35H37N5O6
"CHEMBL70627",C38H43N5O6
"CHEMBL263344",C79H102ClN19O15
"CHEMBL308438",C19H15NO4
"CHEMBL69846",C17H31ClN2O5S
"CHEMBL69847",C16H13ClN4S
"CHEMBL305950",C17H21N3O4
"CHEMBL72279",C23H38N4O6
"CHEMBL308109",C21H35N5O5
"CHEMBL72675",C9H8ClN3S
"CHEMBL73345",C9H9ClN4
"CHEMBL70348",C20H23FN4O3
"CHEMBL74223",C15H14N2O5
"CHEMBL310818",C16H16N2O5
"CHEMBL72459",C16H9Br3N6O
"CHEMBL308515",C12H7ClN6O2
"CHEMBL71071",C27H34N4O4
"CHEMBL72224",C21H36ClN5O4
"CHEMBL302311",C24H32N4O5
"CHEMBL70551",C18H32ClN5O4
"CHEMBL71013",C15H14N2O6
"CHEMBL72707",C27H31F3N2O3
"CHEMBL309097",C13H21N5O2
"CHEMBL305520",C17H31ClN2O5S
"CHEMBL302956",C16H29ClN2O5S
"CHEMBL410571",C80H107ClN20O15
"CHEMBL70756",C21H25N3O2
"CHEMBL70385",C29H31N7O8S
"CHEMBL70788",C30H33N5O7S
"CHEMBL70594",C19H13NO5
"CHEMBL70969",C16H13ClN4S
"CHEMBL304362",C25H17NO5
"CHEMBL69788",C16H14N4S
"CHEMBL303081",C35H39NO4S
"CHEMBL423496",C24H26Cl4FN3O7
"CHEMBL72859",C16H14N2O4S
"CHEMBL69950",C15H12N2O6
"CHEMBL302309",C24H28Cl2FN3O7
"CHEMBL430975",C28H35N3O5S
"CHEMBL432730",C17H24O4
"CHEMBL70541",C18H18N2O9
"CHEMBL70946",C24H32BrN3O
"CHEMBL302368",C26H32N4O4
"CHEMBL69505",C26H35N3O2
"CHEMBL69506",C23H30N4O4
"CHEMBL303196",C26H29NO2
"CHEMBL70354",C30H42N4O5
"CHEMBL70472",C23H34ClN5O4
"CHEMBL307306",C13H10N2O6
"CHEMBL305456",C12H19N5O3
"CHEMBL440869",C14H23N5O2
"CHEMBL70539",C27H31F3N2O3
"CHEMBL70944",C19H23N3O
"CHEMBL70945",C27H39N3O
"CHEMBL304361",C23H15NO5
"CHEMBL304560",C15H10Cl2N2O4S
"CHEMBL69557",C15H10F2N2O4S
"CHEMBL306224",C22H30N4O4
"CHEMBL70049",C21H30N4O4
"CHEMBL305505",C19H14N2O4S
"CHEMBL413937",C79H103ClN20O15
"CHEMBL70893",C22H28FN3O5
"CHEMBL432335",C15H18N2O4S
"CHEMBL70774",C10H15N3
"CHEMBL71521",C19H18N6O
"CHEMBL305222",C18H27N3O4
"CHEMBL308637",C11H15ClN4
"CHEMBL71409",C16H22N2
"CHEMBL71052",C15H12N2O4S
"CHEMBL307766",C16H11F2NO4S
"CHEMBL71026",C21H23N3O8
"CHEMBL302035",C21H27FN4O4
"CHEMBL307317",C20H25FN4O4
"CHEMBL70881",C15H15N3O2
"CHEMBL418886",C14H13N3O2
"CHEMBL71377",C25H29N5O5
"CHEMBL431375",C16H20N6
"CHEMBL419448",C11H14FN3O2S
"CHEMBL71479",C12H17N3O2S
"CHEMBL302698",C12H14F3N3O2S
"CHEMBL70633",C26H35N7O2
"CHEMBL302760",C36H33N7O3
"CHEMBL71665",C28H38N6O2
"CHEMBL71579",C18H13Cl2N5O
"CHEMBL431981",C27H32N2O
"CHEMBL71210",C20H15NO5
"CHEMBL306785",C13H9NO5
"CHEMBL430783",C15H11FN2O4S
"CHEMBL70655",C15H27ClN2O5S
"CHEMBL70895",C32H37N7O7S
"CHEMBL308088",C31H35N7O7S2
"CHEMBL72037",C31H35N7O8S
"CHEMBL74407",C16H13ClN4S
"CHEMBL72898",C23H27N7O5
"CHEMBL72334",C11H14ClN3
"CHEMBL307036",C10H12ClN3S
"CHEMBL74175",C17H26N4O4
"CHEMBL420932",C21H30N4O5
"CHEMBL72180",C21H25NO2
"CHEMBL72715",C28H29N3O8
"CHEMBL72788",C24H30N4O5
"CHEMBL71072",C24H28FN5O5
"CHEMBL72711",C15H10N4O7
"CHEMBL72712",C26H34N10O3
"CHEMBL74232",C26H35N7O3
"CHEMBL72441",C12H17N3S
"CHEMBL72765",C16H14N2O4
"CHEMBL308091",C18H13Cl2N5OS
"CHEMBL74003",C17H11Cl2N5O
"CHEMBL69844",C21H28N2O
"CHEMBL70954",C18H23NO4
"CHEMBL71006",C15H17NOS2
"CHEMBL73890",C23H43ClN2O5S
"CHEMBL310907",C25H35N3O
"CHEMBL70313",C25H35N3O
"CHEMBL440492",C17H16N4OS
"CHEMBL72600",C26H37N3O
"CHEMBL70745",C19H18N6
"CHEMBL69559",C15H21NO2
"CHEMBL69560",C16H20N2
"CHEMBL304363",C20H26FN3O4
"CHEMBL69893",C16H12Cl2N4S
"CHEMBL69894",C15H14ClN3O
"CHEMBL303175",C11H14N4O5
"CHEMBL70617",C25H32N10O3
"CHEMBL70672",C15H10F2N2O2
"CHEMBL70771",C15H11N3O5
"BORRELIDIN",C28H43NO6
"CHEMBL70270",C22H20N2O2
"CHEMBL70557",C18H23NO4
"CHEMBL70403",C18H23NO4
"CHEMBL308437",C21H26N2O4
"CHEMBL70563",C11H14ClN3O2S
"CHEMBL448477",C18H27NO4S
"CHEMBL70564",C13H17NO4S
"CHEMBL70474",C13H17NO4S
"CHEMBL418887",C21H39ClN2O5S
"CHEMBL70374",C16H9Cl3N6O
"CHEMBL71205",C20H14N2O7
"CHEMBL71206",C20H13Cl2NO5
"CHEMBL306438",C23H23N7O5
"CHEMBL71118",C15H27ClN2O5S
"CHEMBL303453",C19H22ClN3O6
"CHEMBL302582",C14H3F6NO2
"CHEMBL70874",C26H37N3O
"CHEMBL305508",C19H22FN3O4
"CHEMBL266406",C78H101ClN20O15
"CHEMBL73112",C18H24N2
"CHEMBL308638",C16H12F2N4S
"CHEMBL71995",C23H29N5O4S
"CHEMBL304983",C19H13Cl2NO4
"CHEMBL71756",C22H18N4O
"CHEMBL71810",C20H21NO
"CHEMBL309574",C15H14N4O2
"CHEMBL306352",C27H26F3NO9
"CHEMBL309340",C15H11N3O5
"CHEMBL74351",C25H27NO7
"CHEMBL308603",C15H14ClN3O2
"CHEMBL72528",C20H16N6O
"CHEMBL308685",C26H36N6O3S
"CHEMBL70740",C13H17N3O2S
"CHEMBL70634",C11H14ClN3O2S
"CHEMBL70751",C11H14ClN3S
"CHEMBL421109",C22H24ClN3O2S
"CHEMBL71061",C29H34N4O5
"CHEMBL70442",C20H16N6
"CHEMBL69943",C26H37N3O2
"CHEMBL69992",C19H35ClN2O5S
"CHEMBL70779",C19H35ClN2O5S
"CHEMBL302977",C19H27NO2
"CHEMBL304610",C19H23FN4O4
"CHEMBL71008",C19H21FN4O3
"CHEMBL71693",C26H37N3O2
"CHEMBL71748",C5H7N3O2
"CHEMBL70924",C30H34N6O6S
"CHEMBL70320",C49H52ClNO15
"CHEMBL74002",C16H11Cl3N4S
"CHEMBL305621",C25H19NO6S
"CHEMBL424046",C15H14N4O
"CHEMBL305738",C26H36N4O5
"CHEMBL72261",C27H30N2O2
"CHEMBL73477",C17H12N4O
"CHEMBL72959",C5H11NO3S
"CHEMBL432721",C20H18N2O3
"CHEMBL70513",C12H14N2O6S
"CHEMBL70514",C20H14N6O3
"CHEMBL306921",C27H38N6O3S
"CHEMBL70553",C21H16N4O
"CHEMBL70554",C19H16ClN5
"CHEMBL72768",C11H14FN3S
"CHEMBL74354",C14H12FNO2
"CHEMBL72470",C10H13FN2
"CHEMBL306951",C16H16ClN3O6
"CHEMBL420933",C27H36N6O3
"CHEMBL72414",C18H19FN4O3
"CHEMBL308175",C19H12BrNO5
"CHEMBL73937",C20H17NO4
"CHEMBL424047",C25H40N4O5
"CHEMBL72172",C21H17N5O
"CHEMBL304612",C27H30N2O
"CHEMBL70324",C15H16N4O
"CHEMBL70325",C14H20N2O3S
"CHEMBL69944",C14H20N2O3S
"CHEMBL72242",C22H18N6O2
"CHEMBL72243",C25H33N7O2
"CHEMBL74684",C24H30N2O
"CHEMBL70410",C29H42N4O5
"CHEMBL305516",C19H21N5O
"CHEMBL419449",C28H40N4O5
"CHEMBL310476",C18H13Br2N5
"CHEMBL309081",C43H39N7O3
"CHEMBL305641",C18H13Cl2N5
"CHEMBL308686",C16H17N3O
"CHEMBL70312",C16H17N3O
"CHEMBL308687",C15H10N4O7
"CHEMBL310534",C21H16N4O
"CHEMBL72183",C20H15N5O
"CHEMBL420748",C24H29ClN2O
"CHEMBL306197",C25H32N2O
"CHEMBL70103",C28H36N6O2
"CHEMBL71051",C26H30N2O2
"CHEMBL307540",C24H28N2O2
"CHEMBL70747",C16H17N9O5S3
"CHEMBL70973",C12H17N3O2S
"CHEMBL305975",C21H17N5O2
"CHEMBL70880",C21H17N5O2
"CHEMBL71750",C17H13ClN6
"CHEMBL71927",C15H14N4O3
"CHEMBL11600",C31H43N7O4
"CHEMBL69390",C19H16Cl2N6O
"CHEMBL70491",C23H30N2O2
"CHEMBL308926",C24H32N2O
"CHEMBL70917",C26H35N5O6
"CHEMBL305045",C17H21NO6
"CHEMBL69841",C19H14N4O2
"CHEMBL69993",C18H14Cl2N2O2
"CHEMBL70948",C21H17N5O
"CHEMBL305512",C20H15N5O
"CHEMBL71387",C24H26O10
"CHEMBL432544",C17H16N2O4
"CHEMBL311625",C37H44FN3O7S2
"CHEMBL71639",C37H44FN3O6S2
"CHEMBL70935",C36H40FN3O7S
"CHEMBL70161",C38H44FN3O7S
"CHEMBL71631",C14H13N5O3
"CHEMBL307162",C18H19N3O3
"CHEMBL74174",C19H19N7
"CHEMBL311132",C17H14N6
"CHEMBL72030",C21H18N6O
"CHEMBL311164",C21H28N6O5
"CHEMBL306030",C26H33N5O3
"CHEMBL74463",C29H34N2O
"CHEMBL418885",C17H17N3O3
"CHEMBL308229",C17H18N4O2
"CHEMBL304965",C17H14F5N3O
"CHEMBL385031",C79H102ClN19O15
"CHEMBL436778",C79H102ClN19O15
"CHEMBL71683",C17H12Cl2N6O
"CHEMBL71684",C17H11Cl3N6
"CHEMBL307297",C17H12Cl2N6
"CHEMBL431188",C23H26ClN3O4
"CHEMBL71298",C17H10Cl2N8
"CHEMBL306266",C23H30N2O
"CHEMBL71368",C25H28O11
"CHEMBL70297",C15H16N4O2
"CHEMBL70298",C15H15N3O2
"CHEMBL307695",C14H14N4O2S
"CHEMBL71653",C12H11NO5
"CHEMBL71716",C21H29NO5
"CHEMBL304044",C23H16Cl2N2O2
"CHEMBL71175",C22H21N7O5
"CHEMBL71745",C23H16Cl2N2O3
"CHEMBL307466",C23H16Cl2N2O3
"CHEMBL306473",C38H45N7O3
"CHEMBL73369",C39H35N7O3
"CHEMBL73105",C15H10Br2N2O2
"CHEMBL305041",C15H16N4O
"CHEMBL72225",C15H14N4O2
"CHEMBL312072",C15H14FN3O
"CHEMBL419629",C15H14FN3O
"CHEMBL72150",C15H13N3O2
"CHEMBL308974",C13H16BrNO
"CHEMBL73998",C21H23BrN2O3
"CHEMBL72343",C17H12Cl2N6
"CHEMBL72289",C17H11Cl3N6
"CHEMBL72531",C32H34N2O2
"CHEMBL310713",C13H16FNO
"CHEMBL70370",C38H46FN3O7S
